"region_id","Kode Region","Desa","Kode Desa","Kecamatan","Kode Kecamatan","Kota/Kabupaten","Kode Kota/Kabupaten","Provinsi","Kode Provinsi","Kode Pos"
43802,"35.13.09.2016",Condong,"35.13.09.2016",Gading,"35.13.09",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67292"
43803,"35.13.09.2017",Jurangjero,"35.13.09.2017",Gading,"35.13.09",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67292"
43804,"35.13.09.2018",Kaliancar,"35.13.09.2018",Gading,"35.13.09",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67292"
43805,"35.13.09.2019",Ranuwurung,"35.13.09.2019",Gading,"35.13.09",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67292"
43806,"35.13.10.2001",Ranon,"35.13.10.2001",Pakuniran,"35.13.10",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67290"
43807,"35.13.10.2002",Kedungsumur,"35.13.10.2002",Pakuniran,"35.13.10",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67290"
43808,"35.13.10.2003",Gunggungan Kidul,"35.13.10.2003",Pakuniran,"35.13.10",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67290"
43809,"35.13.10.2004",Gunggungan Lor,"35.13.10.2004",Pakuniran,"35.13.10",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67290"
43810,"35.13.10.2005",Petemon Kulon,"35.13.10.2005",Pakuniran,"35.13.10",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67290"
43811,"35.13.10.2006",Pakuniran,"35.13.10.2006",Pakuniran,"35.13.10",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67290"
43812,"35.13.10.2007",Alaspandan,"35.13.10.2007",Pakuniran,"35.13.10",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67290"
43813,"35.13.10.2008",Sumberkembar,"35.13.10.2008",Pakuniran,"35.13.10",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67290"
43814,"35.13.10.2009",Sogaan,"35.13.10.2009",Pakuniran,"35.13.10",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67290"
43815,"35.13.10.2010",Glagah,"35.13.10.2010",Pakuniran,"35.13.10",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67290"
43816,"35.13.10.2011",Bucor Kulon,"35.13.10.2011",Pakuniran,"35.13.10",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67290"
43817,"35.13.10.2012",Bucor Wetan,"35.13.10.2012",Pakuniran,"35.13.10",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67290"
43818,"35.13.10.2013",Bimo,"35.13.10.2013",Pakuniran,"35.13.10",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67290"
43819,"35.13.10.2014",Kertonegoro,"35.13.10.2014",Pakuniran,"35.13.10",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67290"
43820,"35.13.10.2015",Gondosuli,"35.13.10.2015",Pakuniran,"35.13.10",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67290"
43821,"35.13.10.2016",Kalidandan,"35.13.10.2016",Pakuniran,"35.13.10",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67290"
43822,"35.13.10.2017",Blimbing,"35.13.10.2017",Pakuniran,"35.13.10",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67290"
43823,"35.13.11.2001",Sumber Centeng,"35.13.11.2001",Kotaanyar,"35.13.11",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67293"
43824,"35.13.11.2002",Sambirampak Kidul,"35.13.11.2002",Kotaanyar,"35.13.11",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67293"
43825,"35.13.11.2003",Sidomulyo,"35.13.11.2003",Kotaanyar,"35.13.11",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67293"
43826,"35.13.11.2004",Tambakukir,"35.13.11.2004",Kotaanyar,"35.13.11",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67293"
43827,"35.13.11.2005",Curahtemu,"35.13.11.2005",Kotaanyar,"35.13.11",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67293"
43828,"35.13.11.2006",Sidorejo,"35.13.11.2006",Kotaanyar,"35.13.11",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67293"
43829,"35.13.11.2007",Sambirampak Lor,"35.13.11.2007",Kotaanyar,"35.13.11",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67293"
43830,"35.13.11.2008",Kedungrejoso,"35.13.11.2008",Kotaanyar,"35.13.11",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67293"
43831,"35.13.11.2009",Talkandang,"35.13.11.2009",Kotaanyar,"35.13.11",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67293"
43832,"35.13.11.2010",Triwungan,"35.13.11.2010",Kotaanyar,"35.13.11",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67293"
43833,"35.13.11.2011",Sukorejo,"35.13.11.2011",Kotaanyar,"35.13.11",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67293"
43834,"35.13.11.2012",Pasembon,"35.13.11.2012",Kotaanyar,"35.13.11",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67293"
43835,"35.13.11.2013",Kotaanyar,"35.13.11.2013",Kotaanyar,"35.13.11",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67293"
43836,"35.13.12.2001",Jabungsisir,"35.13.12.2001",Paiton,"35.13.12",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67291"
43837,"35.13.12.2002",Jabungcandi,"35.13.12.2002",Paiton,"35.13.12",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67291"
43838,"35.13.12.2003",Jabung Wetan,"35.13.12.2003",Paiton,"35.13.12",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67291"
43839,"35.13.12.2004",Kalikajar Kulon,"35.13.12.2004",Paiton,"35.13.12",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67291"
43840,"35.13.12.2005",Kalikajar Wetan,"35.13.12.2005",Paiton,"35.13.12",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67291"
43841,"35.13.12.2006",Pandean,"35.13.12.2006",Paiton,"35.13.12",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67291"
43842,"35.13.12.2007",Alastengah,"35.13.12.2007",Paiton,"35.13.12",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67291"
43843,"35.13.12.2008",Sidodadi,"35.13.12.2008",Paiton,"35.13.12",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67291"
43844,"35.13.12.2009",Randumerak,"35.13.12.2009",Paiton,"35.13.12",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67291"
43845,"35.13.12.2010",Randutatah,"35.13.12.2010",Paiton,"35.13.12",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67291"
43846,"35.13.12.2011",Karanganyar,"35.13.12.2011",Paiton,"35.13.12",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67291"
43847,"35.13.12.2012",Plampang,"35.13.12.2012",Paiton,"35.13.12",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67291"
43848,"35.13.12.2013",Petunjungan,"35.13.12.2013",Paiton,"35.13.12",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67291"
43849,"35.13.12.2014",Taman,"35.13.12.2014",Paiton,"35.13.12",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67291"
43850,"35.13.12.2015",Paiton,"35.13.12.2015",Paiton,"35.13.12",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67291"
43851,"35.13.12.2016",Sukodadi,"35.13.12.2016",Paiton,"35.13.12",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67291"
43852,"35.13.12.2017",Podokkelor,"35.13.12.2017",Paiton,"35.13.12",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67291"
43853,"35.13.12.2018",Sumberanyar,"35.13.12.2018",Paiton,"35.13.12",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67291"
43854,"35.13.12.2019",Sumberejo,"35.13.12.2019",Paiton,"35.13.12",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67291"
43855,"35.13.12.2020",Bhinor,"35.13.12.2020",Paiton,"35.13.12",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67291"
43856,"35.13.13.2001",Bago,"35.13.13.2001",Besuk,"35.13.13",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67283"
43857,"35.13.13.2002",Kecik,"35.13.13.2002",Besuk,"35.13.13",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67283"
43858,"35.13.13.2003",Alasnyiur,"35.13.13.2003",Besuk,"35.13.13",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67283"
43859,"35.13.13.2004",Sindetlami,"35.13.13.2004",Besuk,"35.13.13",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67283"
43860,"35.13.13.2005",Jambangan,"35.13.13.2005",Besuk,"35.13.13",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67283"
43861,"35.13.13.2006",Klampokan,"35.13.13.2006",Besuk,"35.13.13",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67283"
43862,"35.13.13.2007",Matekan,"35.13.13.2007",Besuk,"35.13.13",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67283"
43863,"35.13.13.2008",Krampilan,"35.13.13.2008",Besuk,"35.13.13",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67283"
43864,"35.13.13.2009",Besukagung,"35.13.13.2009",Besuk,"35.13.13",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67283"
43865,"35.13.13.2010",Besukkidul,"35.13.13.2010",Besuk,"35.13.13",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67283"
43866,"35.13.13.2011",Sumurdalam,"35.13.13.2011",Besuk,"35.13.13",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67283"
43867,"35.13.13.2012",Sindetanyar,"35.13.13.2012",Besuk,"35.13.13",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67283"
43868,"35.13.13.2013",Randujalak,"35.13.13.2013",Besuk,"35.13.13",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67283"
43869,"35.13.13.2014",Alastengah,"35.13.13.2014",Besuk,"35.13.13",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67283"
43870,"35.13.13.2015",Alaskandang,"35.13.13.2015",Besuk,"35.13.13",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67283"
43871,"35.13.13.2016",Alassumurlor,"35.13.13.2016",Besuk,"35.13.13",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67283"
43872,"35.13.13.2017",Sumberan,"35.13.13.2017",Besuk,"35.13.13",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67283"
43873,"35.13.14.1003",Semampir,"35.13.14.1003",Kraksaan,"35.13.14",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67282"
43874,"35.13.14.1005",Sidomukti,"35.13.14.1005",Kraksaan,"35.13.14",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67282"
43875,"35.13.14.1007",Kraksaan Wetan,"35.13.14.1007",Kraksaan,"35.13.14",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67282"
43876,"35.13.14.1008",Kandang Jati Kulon,"35.13.14.1008",Kraksaan,"35.13.14",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67282"
43877,"35.13.14.1017",Patokan,"35.13.14.1017",Kraksaan,"35.13.14",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67282"
43878,"35.13.14.2001",Kregenan,"35.13.14.2001",Kraksaan,"35.13.14",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67282"
43879,"35.13.14.2002",Rondokuning,"35.13.14.2002",Kraksaan,"35.13.14",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67282"
43880,"35.13.14.2004",Bulu,"35.13.14.2004",Kraksaan,"35.13.14",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67282"
43881,"35.13.14.2006",Rangkang,"35.13.14.2006",Kraksaan,"35.13.14",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67282"
43882,"35.13.14.2009",Kandang Jati Wetan,"35.13.14.2009",Kraksaan,"35.13.14",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67282"
43883,"35.13.14.2010",Alassumur Kulon,"35.13.14.2010",Kraksaan,"35.13.14",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67282"
43884,"35.13.14.2011",Sumberlele,"35.13.14.2011",Kraksaan,"35.13.14",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67282"
43885,"35.13.14.2012",Tamansari,"35.13.14.2012",Kraksaan,"35.13.14",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67282"
43886,"35.13.14.2013",Asembakor,"35.13.14.2013",Kraksaan,"35.13.14",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67282"
43887,"35.13.14.2014",Kebonagung,"35.13.14.2014",Kraksaan,"35.13.14",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67282"
43888,"35.13.14.2015",Sidopekso,"35.13.14.2015",Kraksaan,"35.13.14",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67282"
43889,"35.13.14.2016",Kalibuntu,"35.13.14.2016",Kraksaan,"35.13.14",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67282"
43890,"35.13.14.2018",Asembagus,"35.13.14.2018",Kraksaan,"35.13.14",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67282"
43891,"35.13.15.2001",Temenggungan,"35.13.15.2001",Krejengan,"35.13.15",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67284"
43892,"35.13.15.2002",Patemon,"35.13.15.2002",Krejengan,"35.13.15",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67284"
43893,"35.13.15.2003",Jatiurip,"35.13.15.2003",Krejengan,"35.13.15",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67284"
43894,"35.13.15.2004",Opo Opo,"35.13.15.2004",Krejengan,"35.13.15",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67284"
43895,"35.13.15.2005",Kamalkuning,"35.13.15.2005",Krejengan,"35.13.15",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67284"
43896,"35.13.15.2006",Tanjungsari,"35.13.15.2006",Krejengan,"35.13.15",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67284"
43897,"35.13.15.2007",Krejengan,"35.13.15.2007",Krejengan,"35.13.15",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67284"
43898,"35.13.15.2008",Sentong,"35.13.15.2008",Krejengan,"35.13.15",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67284"
43899,"35.13.15.2009",Sumberkatimoho,"35.13.15.2009",Krejengan,"35.13.15",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67284"
43900,"35.13.15.2010",Karangren,"35.13.15.2010",Krejengan,"35.13.15",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67284"
43901,"35.13.15.2011",Rawan,"35.13.15.2011",Krejengan,"35.13.15",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67284"
43902,"35.13.15.2012",Seboro,"35.13.15.2012",Krejengan,"35.13.15",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67284"
43903,"35.13.15.2013",Kedungcaluk,"35.13.15.2013",Krejengan,"35.13.15",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67284"
43904,"35.13.15.2014",Widoro,"35.13.15.2014",Krejengan,"35.13.15",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67284"
43905,"35.13.15.2015",Gebangan,"35.13.15.2015",Krejengan,"35.13.15",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67284"
43906,"35.13.15.2016",Duwuhan,"35.13.15.2016",Krejengan,"35.13.15",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67284"
43907,"35.13.15.2017",Sokaan,"35.13.15.2017",Krejengan,"35.13.15",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67284"
43908,"35.13.16.2001",Selogudig Kulon,"35.13.16.2001",Pejarakan,"35.13.16",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67281"
43909,"35.13.16.2002",Selogudig Wetan,"35.13.16.2002",Pejarakan,"35.13.16",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67281"
43910,"35.13.16.2003",Ketompen,"35.13.16.2003",Pejarakan,"35.13.16",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67281"
43911,"35.13.16.2004",Karangbong,"35.13.16.2004",Pejarakan,"35.13.16",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67281"
43912,"35.13.16.2005",Karangpranti,"35.13.16.2005",Pejarakan,"35.13.16",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67281"
43913,"35.13.16.2006",Gejugan,"35.13.16.2006",Pejarakan,"35.13.16",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67281"
43914,"35.13.16.2007",Karanggeger,"35.13.16.2007",Pejarakan,"35.13.16",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67281"
43915,"35.13.16.2008",Tanjung,"35.13.16.2008",Pejarakan,"35.13.16",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67281"
43916,"35.13.16.2009",Pejarakan Kulon,"35.13.16.2009",Pejarakan,"35.13.16",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67281"
43917,"35.13.16.2010",Sukokerto,"35.13.16.2010",Pejarakan,"35.13.16",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67281"
43918,"35.13.16.2011",Sukomulyo,"35.13.16.2011",Pejarakan,"35.13.16",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67281"
43919,"35.13.16.2012",Penambangan,"35.13.16.2012",Pejarakan,"35.13.16",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67281"
43920,"35.13.17.2001",Brabe,"35.13.17.2001",Maron,"35.13.17",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67276"
43921,"35.13.17.2002",Gerongan,"35.13.17.2002",Maron,"35.13.17",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67276"
43922,"35.13.17.2003",Maron Kidul,"35.13.17.2003",Maron,"35.13.17",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67276"
43923,"35.13.17.2004",Sumberdawe,"35.13.17.2004",Maron,"35.13.17",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67276"
43924,"35.13.17.2005",Sumberpoh,"35.13.17.2005",Maron,"35.13.17",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67276"
43925,"35.13.17.2006",Kedungsari,"35.13.17.2006",Maron,"35.13.17",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67276"
43926,"35.13.17.2007",Maron Kulon,"35.13.17.2007",Maron,"35.13.17",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67276"
43927,"35.13.17.2008",Maron Wetan,"35.13.17.2008",Maron,"35.13.17",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67276"
43928,"35.13.17.2009",Brani Kulon,"35.13.17.2009",Maron,"35.13.17",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67276"
43929,"35.13.17.2010",Satreyan,"35.13.17.2010",Maron,"35.13.17",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67276"
43930,"35.13.17.2011",Brani Wetan,"35.13.17.2011",Maron,"35.13.17",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67276"
43931,"35.13.17.2012",Puspan,"35.13.17.2012",Maron,"35.13.17",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67276"
43932,"35.13.17.2013",Wonorejo,"35.13.17.2013",Maron,"35.13.17",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67276"
43933,"35.13.17.2014",Brumbungan Kidul,"35.13.17.2014",Maron,"35.13.17",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67276"
43934,"35.13.17.2015",Pegalangan Kidul,"35.13.17.2015",Maron,"35.13.17",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67276"
43935,"35.13.17.2016",Suko,"35.13.17.2016",Maron,"35.13.17",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67276"
43936,"35.13.17.2017",Ganting Kulon,"35.13.17.2017",Maron,"35.13.17",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67276"
43937,"35.13.17.2018",Ganting Wetan,"35.13.17.2018",Maron,"35.13.17",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67276"
43938,"35.13.18.2001",Brumbungan Lor,"35.13.18.2001",Gending,"35.13.18",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67272"
43939,"35.13.18.2002",Jatiadi,"35.13.18.2002",Gending,"35.13.18",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67272"
43940,"35.13.18.2003",Klaseman,"35.13.18.2003",Gending,"35.13.18",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67272"
43941,"35.13.18.2004",Pesisir,"35.13.18.2004",Gending,"35.13.18",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67272"
43942,"35.13.18.2005",Bulang,"35.13.18.2005",Gending,"35.13.18",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67272"
43943,"35.13.18.2006",Randupitu,"35.13.18.2006",Gending,"35.13.18",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67272"
43944,"35.13.18.2007",Pikatan,"35.13.18.2007",Gending,"35.13.18",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67272"
43945,"35.13.18.2008",Sebaung,"35.13.18.2008",Gending,"35.13.18",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67272"
43946,"35.13.18.2009",Sumberkerang,"35.13.18.2009",Gending,"35.13.18",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67272"
43947,"35.13.18.2010",Banyuanyar Lor,"35.13.18.2010",Gending,"35.13.18",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67272"
43948,"35.13.18.2011",Curahsawo,"35.13.18.2011",Gending,"35.13.18",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67272"
43949,"35.13.18.2012",Pajurangan,"35.13.18.2012",Gending,"35.13.18",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67272"
43950,"35.13.18.2013",Gending,"35.13.18.2013",Gending,"35.13.18",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67272"
43951,"35.13.19.2001",Watuwungkuk,"35.13.19.2001",Dringu,"35.13.19",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67271"
43952,"35.13.19.2002",Sumbersuko,"35.13.19.2002",Dringu,"35.13.19",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67271"
43953,"35.13.19.2003",Sumberagung,"35.13.19.2003",Dringu,"35.13.19",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67271"
43954,"35.13.19.2004",Ngepoh,"35.13.19.2004",Dringu,"35.13.19",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67271"
43955,"35.13.19.2005",Mrangonlawang,"35.13.19.2005",Dringu,"35.13.19",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67271"
43956,"35.13.19.2006",Sekarkare,"35.13.19.2006",Dringu,"35.13.19",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67271"
43957,"35.13.19.2007",Tamansari,"35.13.19.2007",Dringu,"35.13.19",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67271"
43958,"35.13.19.2008",Tegalrejo,"35.13.19.2008",Dringu,"35.13.19",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67271"
43959,"35.13.19.2009",Kalirejo,"35.13.19.2009",Dringu,"35.13.19",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67271"
43960,"35.13.19.2010",Kedungdalem,"35.13.19.2010",Dringu,"35.13.19",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67271"
43961,"35.13.19.2011",Kalisalam,"35.13.19.2011",Dringu,"35.13.19",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67271"
43962,"35.13.19.2012",Randuputih,"35.13.19.2012",Dringu,"35.13.19",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67271"
43963,"35.13.19.2013",Dringu,"35.13.19.2013",Dringu,"35.13.19",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67271"
43964,"35.13.19.2014",Pabean,"35.13.19.2014",Dringu,"35.13.19",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67271"
43965,"35.13.20.2001",Malesanwetan,"35.13.20.2001",Tegalsiwalan,"35.13.20",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67274"
43966,"35.13.20.2002",Gunungbekel,"35.13.20.2002",Tegalsiwalan,"35.13.20",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67274"
43967,"35.13.20.2003",Tegalsono,"35.13.20.2003",Tegalsiwalan,"35.13.20",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67274"
43968,"35.13.20.2004",Bulujarankidul,"35.13.20.2004",Tegalsiwalan,"35.13.20",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67274"
43969,"35.13.20.2005",Bulujaranlor,"35.13.20.2005",Tegalsiwalan,"35.13.20",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67274"
43970,"35.13.20.2006",Paras,"35.13.20.2006",Tegalsiwalan,"35.13.20",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67274"
43971,"35.13.20.2007",Tegalsiwalan,"35.13.20.2007",Tegalsiwalan,"35.13.20",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67274"
43972,"35.13.20.2008",Banjarsawah,"35.13.20.2008",Tegalsiwalan,"35.13.20",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67274"
43973,"35.13.20.2009",Sumberbulu,"35.13.20.2009",Tegalsiwalan,"35.13.20",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67274"
43974,"35.13.20.2010",Sumberkledung,"35.13.20.2010",Tegalsiwalan,"35.13.20",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67274"
43975,"35.13.20.2011",Bladokulon,"35.13.20.2011",Tegalsiwalan,"35.13.20",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67274"
43976,"35.13.20.2012",Tegalmojo,"35.13.20.2012",Tegalsiwalan,"35.13.20",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67274"
43977,"35.13.21.2001",Sumberbendo,"35.13.21.2001",Sumberasih,"35.13.21",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67251"
43978,"35.13.21.2002",Jangur,"35.13.21.2002",Sumberasih,"35.13.21",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67251"
43979,"35.13.21.2003",Muneng,"35.13.21.2003",Sumberasih,"35.13.21",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67251"
43980,"35.13.21.2004",Munengkidul,"35.13.21.2004",Sumberasih,"35.13.21",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67251"
43981,"35.13.21.2005",Pohsangitleres,"35.13.21.2005",Sumberasih,"35.13.21",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67251"
43982,"35.13.21.2006",Laweyan,"35.13.21.2006",Sumberasih,"35.13.21",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67251"
43983,"35.13.21.2007",Sumurmati,"35.13.21.2007",Sumberasih,"35.13.21",Kabupaten Probolinggo,"35.13",Jawa Timur,"35","67251"
