"region_id","Kode Region","Desa","Kode Desa","Kecamatan","Kode Kecamatan","Kota/Kabupaten","Kode Kota/Kabupaten","Provinsi","Kode Provinsi","Kode Pos"
183,"11.01.11.2007",Peuneulop,"11.01.11.2007",Labuhan Haji Timur,"11.01.11",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23758"
184,"11.01.11.2008",Gunung Rotan,"11.01.11.2008",Labuhan Haji Timur,"11.01.11",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23758"
185,"11.01.11.2009",Keumumu Hilir,"11.01.11.2009",Labuhan Haji Timur,"11.01.11",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23758"
186,"11.01.11.2010",Keumumu Hulu,"11.01.11.2010",Labuhan Haji Timur,"11.01.11",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23758"
187,"11.01.11.2011",Keumumu Seberang,"11.01.11.2011",Labuhan Haji Timur,"11.01.11",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23758"
188,"11.01.11.2012",Sawang Indah,"11.01.11.2012",Labuhan Haji Timur,"11.01.11",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23758"
189,"11.01.12.2001",Tutong,"11.01.12.2001",Labuhan Haji Barat,"11.01.12",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23757"
190,"11.01.12.2002",Teungoh Iboh,"11.01.12.2002",Labuhan Haji Barat,"11.01.12",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23757"
191,"11.01.12.2003",Peulokan,"11.01.12.2003",Labuhan Haji Barat,"11.01.12",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23757"
192,"11.01.12.2004",Kuta Iboh,"11.01.12.2004",Labuhan Haji Barat,"11.01.12",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23757"
193,"11.01.12.2005",Ujung Padang,"11.01.12.2005",Labuhan Haji Barat,"11.01.12",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23757"
194,"11.01.12.2006",Blang Baru,"11.01.12.2006",Labuhan Haji Barat,"11.01.12",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23757"
195,"11.01.12.2007",Blang Poroh,"11.01.12.2007",Labuhan Haji Barat,"11.01.12",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23757"
196,"11.01.12.2008",Pulo Ie,"11.01.12.2008",Labuhan Haji Barat,"11.01.12",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23757"
197,"11.01.12.2009",Suak Lokan,"11.01.12.2009",Labuhan Haji Barat,"11.01.12",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23757"
198,"11.01.12.2010",Iku Lhueng,"11.01.12.2010",Labuhan Haji Barat,"11.01.12",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23757"
199,"11.01.12.2011",Kuta Trieng,"11.01.12.2011",Labuhan Haji Barat,"11.01.12",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23757"
200,"11.01.12.2012",Pante Geulima,"11.01.12.2012",Labuhan Haji Barat,"11.01.12",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23757"
201,"11.01.12.2013",Panton Pawoh,"11.01.12.2013",Labuhan Haji Barat,"11.01.12",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23757"
202,"11.01.12.2014",Batee Meucanang,"11.01.12.2014",Labuhan Haji Barat,"11.01.12",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23757"
203,"11.01.12.2015",Panton Rubek,"11.01.12.2015",Labuhan Haji Barat,"11.01.12",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23757"
204,"11.01.13.2001",Koto,"11.01.13.2001",Kluet Tengah,"11.01.13",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23770"
205,"11.01.13.2002",Alur Keujrun,"11.01.13.2002",Kluet Tengah,"11.01.13",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23770"
206,"11.01.13.2003",Jambo Papan,"11.01.13.2003",Kluet Tengah,"11.01.13",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23770"
207,"11.01.13.2004",Malaka,"11.01.13.2004",Kluet Tengah,"11.01.13",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23770"
208,"11.01.13.2005",Koto Indarung,"11.01.13.2005",Kluet Tengah,"11.01.13",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23770"
209,"11.01.13.2006",Siurai-Urai,"11.01.13.2006",Kluet Tengah,"11.01.13",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23770"
210,"11.01.13.2007",Kampung Sawah,"11.01.13.2007",Kluet Tengah,"11.01.13",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23770"
211,"11.01.13.2008",Kampung Padang,"11.01.13.2008",Kluet Tengah,"11.01.13",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23770"
212,"11.01.13.2009",Pulo Air,"11.01.13.2009",Kluet Tengah,"11.01.13",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23770"
213,"11.01.13.2010",Lawe Melang,"11.01.13.2010",Kluet Tengah,"11.01.13",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23770"
214,"11.01.13.2011",Mersak,"11.01.13.2011",Kluet Tengah,"11.01.13",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23770"
215,"11.01.13.2012",Simpang Dua,"11.01.13.2012",Kluet Tengah,"11.01.13",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23770"
216,"11.01.13.2013",Simpang Tiga,"11.01.13.2013",Kluet Tengah,"11.01.13",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23770"
217,"11.01.14.2001",Paya Dapur,"11.01.14.2001",Kluet Timur,"11.01.14",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23779"
218,"11.01.14.2002",Sapik,"11.01.14.2002",Kluet Timur,"11.01.14",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23779"
219,"11.01.14.2003",Alai,"11.01.14.2003",Kluet Timur,"11.01.14",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23779"
220,"11.01.14.2004",Durian Kawan,"11.01.14.2004",Kluet Timur,"11.01.14",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23779"
221,"11.01.14.2005",Lawe Sawah,"11.01.14.2005",Kluet Timur,"11.01.14",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23779"
222,"11.01.14.2006",Lawe Buluh Didi,"11.01.14.2006",Kluet Timur,"11.01.14",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23779"
223,"11.01.14.2007",Pucuk Lembang,"11.01.14.2007",Kluet Timur,"11.01.14",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23779"
224,"11.01.14.2008",Paya Laba,"11.01.14.2008",Kluet Timur,"11.01.14",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23779"
225,"11.01.14.2009",Lawe Cimanok,"11.01.14.2009",Kluet Timur,"11.01.14",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23779"
226,"11.01.15.2001",Pasie Seubadeh,"11.01.15.2001",Bakongan Timur,"11.01.15",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23777"
227,"11.01.15.2002",Ladang Rimba,"11.01.15.2002",Bakongan Timur,"11.01.15",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23777"
228,"11.01.15.2003",Ujong Pulo Rayeuk,"11.01.15.2003",Bakongan Timur,"11.01.15",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23777"
229,"11.01.15.2004",Sawah Tingkeum,"11.01.15.2004",Bakongan Timur,"11.01.15",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23777"
230,"11.01.15.2005",Simpang,"11.01.15.2005",Bakongan Timur,"11.01.15",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23777"
231,"11.01.15.2006",Ujong Pulo Cut,"11.01.15.2006",Bakongan Timur,"11.01.15",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23777"
232,"11.01.15.2008",Seuleukat,"11.01.15.2008",Bakongan Timur,"11.01.15",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23777"
233,"11.01.16.2005",Pinto Rimba,"11.01.16.2005",Trumon Timur,"11.01.16",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23776"
234,"11.01.16.2006",Krueng Luas,"11.01.16.2006",Trumon Timur,"11.01.16",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23776"
235,"11.01.16.2007",Jambo Dalem,"11.01.16.2007",Trumon Timur,"11.01.16",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23776"
236,"11.01.16.2008",Kapa Sesak,"11.01.16.2008",Trumon Timur,"11.01.16",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23776"
237,"11.01.16.2009",Seuneubok Punto,"11.01.16.2009",Trumon Timur,"11.01.16",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23776"
238,"11.01.16.2010",Seuneubok Pusaka,"11.01.16.2010",Trumon Timur,"11.01.16",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23776"
239,"11.01.16.2011",Alur Bujok,"11.01.16.2011",Trumon Timur,"11.01.16",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23776"
240,"11.01.16.2012",Titi Poben,"11.01.16.2012",Trumon Timur,"11.01.16",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23776"
241,"11.01.17.2001",Buket Gadeng,"11.01.17.2001",Kota Bahagia,"11.01.17",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23778"
242,"11.01.17.2002",Rambong,"11.01.17.2002",Kota Bahagia,"11.01.17",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23778"
243,"11.01.17.2003",Seuneubok Keuranji,"11.01.17.2003",Kota Bahagia,"11.01.17",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23778"
244,"11.01.17.2004",Seuneubok Alur Buloh,"11.01.17.2004",Kota Bahagia,"11.01.17",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23778"
245,"11.01.17.2005",Ujong Tanoh,"11.01.17.2005",Kota Bahagia,"11.01.17",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23778"
246,"11.01.17.2006",Ujong Gunong Cut,"11.01.17.2006",Kota Bahagia,"11.01.17",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23778"
247,"11.01.17.2007",Ujong Gunung Rayeuk,"11.01.17.2007",Kota Bahagia,"11.01.17",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23778"
248,"11.01.17.2008",Beutong,"11.01.17.2008",Kota Bahagia,"11.01.17",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23778"
249,"11.01.17.2009",Jambo Keupok,"11.01.17.2009",Kota Bahagia,"11.01.17",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23778"
250,"11.01.17.2010",Alurduamas,"11.01.17.2010",Kota Bahagia,"11.01.17",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23778"
251,"11.01.18.2001",Ladang Rimba,"11.01.18.2001",Trumon Tengah,"11.01.18",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23775"
252,"11.01.18.2002",Gunong Kapho,"11.01.18.2002",Trumon Tengah,"11.01.18",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23775"
253,"11.01.18.2003",Kampong Teungoh,"11.01.18.2003",Trumon Tengah,"11.01.18",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23775"
254,"11.01.18.2004",Krueng Batee,"11.01.18.2004",Trumon Tengah,"11.01.18",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23775"
255,"11.01.18.2005",Pulo Paya,"11.01.18.2005",Trumon Tengah,"11.01.18",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23775"
256,"11.01.18.2006",Jambo Papeun,"11.01.18.2006",Trumon Tengah,"11.01.18",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23775"
257,"11.01.18.2007",Cot Bayu,"11.01.18.2007",Trumon Tengah,"11.01.18",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23775"
258,"11.01.18.2008",Naca,"11.01.18.2008",Trumon Tengah,"11.01.18",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23775"
259,"11.01.18.2009",Ie Jeureuneh,"11.01.18.2009",Trumon Tengah,"11.01.18",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23775"
260,"11.01.18.2010",Lhok Raya,"11.01.18.2010",Trumon Tengah,"11.01.18",Kabupaten Aceh Selatan,"11.01",Aceh,"11","23775"
261,"11.02.01.2001",Engkeran,"11.02.01.2001",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
262,"11.02.01.2002",Rumah Kampung,"11.02.01.2002",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
263,"11.02.01.2004",Pasir Bangun,"11.02.01.2004",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
264,"11.02.01.2006",Kubu,"11.02.01.2006",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
265,"11.02.01.2007",Lawe Kongker,"11.02.01.2007",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
266,"11.02.01.2008",Kuta Cingkam II,"11.02.01.2008",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
267,"11.02.01.2009",Muara Baru,"11.02.01.2009",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
268,"11.02.01.2011",Kuta Batu I,"11.02.01.2011",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
269,"11.02.01.2012",Kuta Cingkam I,"11.02.01.2012",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
270,"11.02.01.2013",Kuta Batu II,"11.02.01.2013",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
271,"11.02.01.2014",Lawe Sempilang,"11.02.01.2014",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
272,"11.02.01.2015",Prapat Batu Nunggul,"11.02.01.2015",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
273,"11.02.01.2016",Pulo Sepang,"11.02.01.2016",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
274,"11.02.01.2017",Rih Mbelang,"11.02.01.2017",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
275,"11.02.01.2018",Kute Batu Baru,"11.02.01.2018",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
276,"11.02.01.2019",Darul Amin,"11.02.01.2019",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
277,"11.02.01.2020",Lawe Lubang Indah,"11.02.01.2020",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
278,"11.02.01.2021",Batu Hamparan,"11.02.01.2021",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
279,"11.02.01.2022",Paye Munje,"11.02.01.2022",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
280,"11.02.01.2023",Pulo Ndapdap,"11.02.01.2023",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
281,"11.02.01.2024",Pasir Nunggul,"11.02.01.2024",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
282,"11.02.01.2025",Cingkham Mekhanggun,"11.02.01.2025",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
283,"11.02.01.2026",Pintu Khimbe,"11.02.01.2026",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
284,"11.02.01.2027",Lawe Kongker Hilir,"11.02.01.2027",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
285,"11.02.01.2028",Pulo Gadung,"11.02.01.2028",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
286,"11.02.01.2029",Pasikh Pehkmate,"11.02.01.2029",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
287,"11.02.01.2030",Pasikh Nunang,"11.02.01.2030",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
288,"11.02.01.2031",Deleng Kukusen,"11.02.01.2031",Lawe Alas,"11.02.01",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24661"
289,"11.02.02.2001",Bukit Merdeka,"11.02.02.2001",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
290,"11.02.02.2002",Darul Aman,"11.02.02.2002",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
291,"11.02.02.2003",Lawe Kesumpat,"11.02.02.2003",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
292,"11.02.02.2004",Lawe Tua Gabungan,"11.02.02.2004",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
293,"11.02.02.2005",Lawe Sigala II,"11.02.02.2005",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
294,"11.02.02.2006",Lawe Sigala Timur,"11.02.02.2006",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
295,"11.02.02.2007",Lawe Sigala Barat,"11.02.02.2007",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
296,"11.02.02.2008",Suka Damai,"11.02.02.2008",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
297,"11.02.02.2009",Kute Tengah,"11.02.02.2009",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
298,"11.02.02.2010",Tanah Baru,"11.02.02.2010",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
299,"11.02.02.2011",Kedataran Gabungan,"11.02.02.2011",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
300,"11.02.02.2012",Gabungan Parsaroan,"11.02.02.2012",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
301,"11.02.02.2013",Lawe Loning Gabungan,"11.02.02.2013",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
302,"11.02.02.2014",Lawe Loning Aman,"11.02.02.2014",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
303,"11.02.02.2015",Suka Maju,"11.02.02.2015",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
304,"11.02.02.2016",Lawe Tua Makmur,"11.02.02.2016",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
305,"11.02.02.2017",Lawe Tua Persatuan,"11.02.02.2017",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
306,"11.02.02.2018",Lawe Serke,"11.02.02.2018",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
307,"11.02.02.2019",Lawe Rakat,"11.02.02.2019",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
308,"11.02.02.2020",Suka Jaya,"11.02.02.2020",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
309,"11.02.02.2021",Enmiya Batu Dua Ratus,"11.02.02.2021",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
310,"11.02.02.2022",Sebungke,"11.02.02.2022",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
311,"11.02.02.2023",Bukit Sepakat,"11.02.02.2023",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
312,"11.02.02.2024",Lawe Loning Sepakat,"11.02.02.2024",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
313,"11.02.02.2025",Lawe Loning I,"11.02.02.2025",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
314,"11.02.02.2026",Gaya Jaya,"11.02.02.2026",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
315,"11.02.02.2027",Gelah Musara,"11.02.02.2027",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
316,"11.02.02.2028",Mulie Dame,"11.02.02.2028",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
317,"11.02.02.2029",Lawe Loning Hakhapen,"11.02.02.2029",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
318,"11.02.02.2030",Karya Indah,"11.02.02.2030",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
319,"11.02.02.2031",Kayu Mbelin,"11.02.02.2031",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
320,"11.02.02.2032",Lawe Sigala Barat Jaya,"11.02.02.2032",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
321,"11.02.02.2033",Lawe Pekhidinen,"11.02.02.2033",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
322,"11.02.02.2034",Kertimbang,"11.02.02.2034",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
323,"11.02.02.2035",Ndauh Nitenggo,"11.02.02.2035",Lawe Sigala-Gala,"11.02.02",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24676"
324,"11.02.03.2001",Bambel Gabungan,"11.02.03.2001",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
325,"11.02.03.2002",Kisam,"11.02.03.2002",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
326,"11.02.03.2005",Lawe Hijo,"11.02.03.2005",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
327,"11.02.03.2006",Pinding,"11.02.03.2006",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
328,"11.02.03.2009",Terutung Megara Asli,"11.02.03.2009",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
329,"11.02.03.2011",Biak Muli,"11.02.03.2011",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
330,"11.02.03.2012",Kute Lang-Lang,"11.02.03.2012",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
331,"11.02.03.2013",Pedesi,"11.02.03.2013",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
332,"11.02.03.2014",Terutung Payung Hulu,"11.02.03.2014",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
333,"11.02.03.2015",Terutung Payung Hilir,"11.02.03.2015",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
334,"11.02.03.2016",Tualang Sembilar,"11.02.03.2016",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
335,"11.02.03.2017",Kuning I,"11.02.03.2017",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
336,"11.02.03.2018",Kuning II,"11.02.03.2018",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
337,"11.02.03.2019",Cinta Damai,"11.02.03.2019",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
338,"11.02.03.2020",Likat,"11.02.03.2020",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
339,"11.02.03.2021",Rikit,"11.02.03.2021",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
340,"11.02.03.2023",Bambel,"11.02.03.2023",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
341,"11.02.03.2025",Lawe Kihing,"11.02.03.2025",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
342,"11.02.03.2026",Terutung Seperai,"11.02.03.2026",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
343,"11.02.03.2027",Kute Seri,"11.02.03.2027",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
344,"11.02.03.2028",Kuta Antara,"11.02.03.2028",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
345,"11.02.03.2029",Pulo Perengge,"11.02.03.2029",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
346,"11.02.03.2031",Pulo Kendondong,"11.02.03.2031",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
347,"11.02.03.2033",Pancakh Iman,"11.02.03.2033",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
348,"11.02.03.2034",Biak Muli Baru,"11.02.03.2034",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
349,"11.02.03.2035",Biak Muli Pantai Raja,"11.02.03.2035",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
350,"11.02.03.2036",Biak Muli Sejahtera,"11.02.03.2036",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
351,"11.02.03.2037",Lembah Haji,"11.02.03.2037",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
352,"11.02.03.2038",Terutung PayungGabungan,"11.02.03.2038",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
353,"11.02.03.2039",Lawe Hijo Metuah,"11.02.03.2039",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
354,"11.02.03.2040",Ampera,"11.02.03.2040",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
355,"11.02.03.2041",Tembilakh Mbakhu,"11.02.03.2041",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
356,"11.02.03.2042",Kute Lang-Lang Bakhu,"11.02.03.2042",Bambel,"11.02.03",Kabupaten Aceh Tenggara,"11.02",Aceh,"11","24672"
